order_id,customer_id,product_id,quantity,price,order_date,weather,temp,humidity
5104,5,4,1,70.7,2023-05-02,Clouds,289.95,63
4702,5,4,6,51.82,2023-01-09,Clouds,289.95,63
6929,5,27,5,95.59,2023-01-24,Clouds,289.95,63
8830,5,40,7,89.28,2023-03-08,Clouds,289.95,63
6090,5,44,2,42.54,2023-04-13,Clouds,289.95,63
8315,5,22,4,55.19,2022-11-05,Clouds,289.95,63
1749,5,23,2,68.51,2023-04-30,Clouds,289.95,63
3896,5,10,8,93.34,2023-02-05,Clouds,289.95,63
9989,5,49,6,16.67,2023-05-02,Clouds,289.95,63
3518,5,13,6,56.84,2022-08-15,Clouds,289.95,63
7267,5,45,2,61.82,2022-10-02,Clouds,289.95,63
1547,5,32,8,29.98,2022-12-06,Clouds,289.95,63
3710,5,21,3,79.49,2022-10-09,Clouds,289.95,63
9233,5,24,8,42.94,2023-02-10,Clouds,289.95,63
2516,5,5,5,44.95,2022-10-12,Clouds,289.95,63
8598,5,36,7,75.37,2022-12-30,Clouds,289.95,63
7843,5,45,10,70.21,2022-07-09,Clouds,289.95,63
4745,5,19,9,23.65,2022-09-26,Clouds,289.95,63
1524,5,25,3,85.19,2022-11-26,Clouds,289.95,63
2295,5,20,6,97.67,2022-10-04,Clouds,289.95,63
1733,5,8,9,52.73,2022-07-28,Clouds,289.95,63
8395,5,29,5,97.68,2023-03-22,Clouds,289.95,63
7162,5,26,5,25.16,2022-11-20,Clouds,289.95,63
7893,5,15,4,85.43,2022-09-26,Clouds,289.95,63
7088,5,39,8,36.11,2023-02-24,Clouds,289.95,63
1105,5,29,10,41.5,2023-04-19,Clouds,289.95,63
4559,5,26,2,83.56,2022-07-09,Clouds,289.95,63
1915,5,26,10,34.71,2022-09-07,Clouds,289.95,63
8808,5,19,7,44.27,2023-01-29,Clouds,289.95,63
3448,5,35,3,75.49,2022-11-26,Clouds,289.95,63
2607,5,47,7,60.1,2022-10-11,Clouds,289.95,63
4935,5,39,5,50.66,2023-02-09,Clouds,289.95,63
8528,5,20,9,68.97,2022-11-13,Clouds,289.95,63
7855,5,42,7,57.17,2022-07-05,Clouds,289.95,63
7262,5,35,4,21.27,2022-12-11,Clouds,289.95,63
8523,5,20,7,72.37,2022-12-05,Clouds,289.95,63
6131,5,24,5,58.6,2023-05-22,Clouds,289.95,63
2401,5,19,7,20.86,2023-01-01,Clouds,289.95,63
6228,8,13,7,36.52,2023-03-08,Clouds,299.02,74
5910,8,32,10,77.0,2022-10-05,Clouds,299.02,74
4237,8,10,5,47.66,2022-10-19,Clouds,299.02,74
3228,8,25,4,81.38,2022-09-20,Clouds,299.02,74
7370,8,23,3,31.98,2022-11-01,Clouds,299.02,74
5994,8,26,1,25.63,2022-07-17,Clouds,299.02,74
2467,8,3,2,40.79,2023-03-16,Clouds,299.02,74
4769,8,20,10,99.15,2023-04-01,Clouds,299.02,74
9065,8,1,2,29.32,2023-02-15,Clouds,299.02,74
1509,8,29,9,61.11,2022-10-18,Clouds,299.02,74
2739,8,18,5,63.47,2022-09-17,Clouds,299.02,74
2011,8,22,3,49.88,2023-05-26,Clouds,299.02,74
8051,8,20,9,57.28,2023-02-17,Clouds,299.02,74
7587,8,34,2,28.72,2022-10-10,Clouds,299.02,74
5332,8,20,1,31.5,2023-05-31,Clouds,299.02,74
5857,8,4,5,53.81,2023-03-13,Clouds,299.02,74
3654,8,40,5,93.4,2023-04-16,Clouds,299.02,74
2857,8,46,4,19.93,2022-10-27,Clouds,299.02,74
1651,8,18,7,95.79,2023-01-30,Clouds,299.02,74
5147,8,10,10,67.05,2022-07-08,Clouds,299.02,74
9980,8,41,2,47.0,2023-05-18,Clouds,299.02,74
7350,8,17,1,34.59,2022-12-13,Clouds,299.02,74
7760,8,38,6,15.15,2022-06-29,Clouds,299.02,74
7622,8,45,3,50.85,2022-07-25,Clouds,299.02,74
9213,8,2,9,45.0,2022-10-04,Clouds,299.02,74
5700,8,37,1,91.96,2022-12-04,Clouds,299.02,74
5735,8,49,1,63.38,2022-07-19,Clouds,299.02,74
9385,8,14,10,34.77,2023-01-20,Clouds,299.02,74
3121,8,33,8,25.55,2023-04-23,Clouds,299.02,74
6632,8,18,2,65.82,2023-05-09,Clouds,299.02,74
9428,8,27,8,32.24,2022-12-13,Clouds,299.02,74
8651,8,42,5,69.69,2022-12-17,Clouds,299.02,74
2873,8,45,1,27.91,2022-06-03,Clouds,299.02,74
9611,8,41,1,28.45,2022-10-01,Clouds,299.02,74
7349,8,21,4,35.97,2022-12-27,Clouds,299.02,74
1967,8,16,3,42.74,2023-01-24,Clouds,299.02,74
9620,8,8,5,15.53,2023-01-26,Clouds,299.02,74
9505,8,44,6,60.59,2023-01-13,Clouds,299.02,74
3141,8,32,9,75.7,2023-05-15,Clouds,299.02,74
3513,8,17,2,88.4,2023-01-01,Clouds,299.02,74
8146,8,41,4,26.31,2022-09-23,Clouds,299.02,74
8241,8,4,6,88.53,2023-04-20,Clouds,299.02,74
4635,8,2,2,73.86,2023-02-08,Clouds,299.02,74
9330,8,27,10,62.0,2023-03-03,Clouds,299.02,74
6516,8,23,9,66.24,2022-11-08,Clouds,299.02,74
9294,8,20,4,54.82,2022-10-05,Clouds,299.02,74
7847,8,2,9,10.77,2022-12-28,Clouds,299.02,74
3001,8,7,9,64.2,2022-06-11,Clouds,299.02,74
3937,8,12,7,77.75,2023-05-04,Clouds,299.02,74
5221,8,40,5,65.94,2022-08-13,Clouds,299.02,74
6560,8,24,8,58.9,2022-12-11,Clouds,299.02,74
2538,8,14,5,73.84,2022-06-24,Clouds,299.02,74
6479,8,2,9,97.11,2022-06-27,Clouds,299.02,74
7964,8,28,6,22.27,2022-11-09,Clouds,299.02,74
9634,8,44,8,19.19,2023-02-15,Clouds,299.02,74
5105,8,11,1,61.08,2022-10-05,Clouds,299.02,74
5249,8,38,9,10.07,2022-12-02,Clouds,299.02,74
2441,8,35,5,37.77,2022-11-11,Clouds,299.02,74
7224,8,45,10,50.83,2022-11-22,Clouds,299.02,74
5769,8,45,1,40.75,2022-07-22,Clouds,299.02,74
5746,8,5,2,57.97,2023-01-29,Clouds,299.02,74
8917,8,24,9,62.62,2022-10-13,Clouds,299.02,74
8894,8,42,8,85.17,2022-07-22,Clouds,299.02,74
5192,8,33,2,92.9,2023-01-05,Clouds,299.02,74
4938,8,18,5,71.48,2023-01-16,Clouds,299.02,74
7936,8,49,2,75.89,2023-05-16,Clouds,299.02,74
3185,8,16,10,98.16,2022-07-07,Clouds,299.02,74
6302,8,7,4,53.85,2023-03-08,Clouds,299.02,74
3986,8,1,7,81.4,2023-03-06,Clouds,299.02,74
7522,8,26,4,90.57,2022-12-30,Clouds,299.02,74
3691,8,49,10,20.43,2023-04-24,Clouds,299.02,74
1102,8,9,4,44.04,2022-10-13,Clouds,299.02,74
5800,8,33,3,42.18,2022-11-26,Clouds,299.02,74
2039,8,33,10,21.11,2023-01-21,Clouds,299.02,74
2773,8,13,4,82.12,2022-06-15,Clouds,299.02,74
7574,8,19,9,73.08,2022-11-30,Clouds,299.02,74
5094,8,15,10,28.65,2022-12-06,Clouds,299.02,74
6386,8,9,6,11.31,2022-12-20,Clouds,299.02,74
3688,8,49,6,31.1,2022-07-15,Clouds,299.02,74
9588,8,3,4,55.38,2023-01-07,Clouds,299.02,74
4708,8,23,1,44.27,2022-08-16,Clouds,299.02,74
6218,8,21,5,85.91,2022-06-24,Clouds,299.02,74
2158,8,11,9,94.08,2023-03-26,Clouds,299.02,74
9222,8,2,2,69.46,2022-10-02,Clouds,299.02,74
8155,8,19,10,38.82,2022-08-10,Clouds,299.02,74
5854,8,29,1,21.02,2022-11-10,Clouds,299.02,74
9923,8,5,2,78.18,2023-02-01,Clouds,299.02,74
1564,8,2,8,76.47,2023-01-25,Clouds,299.02,74
7432,8,3,7,43.37,2023-02-23,Clouds,299.02,74
3864,8,6,7,47.24,2023-03-31,Clouds,299.02,74
5264,8,8,9,82.3,2023-02-21,Clouds,299.02,74
9321,8,32,1,89.83,2023-01-03,Clouds,299.02,74
7105,8,5,5,47.89,2022-11-15,Clouds,299.02,74
7398,8,13,9,23.32,2022-11-10,Clouds,299.02,74
4270,8,30,4,29.46,2022-09-01,Clouds,299.02,74
7856,8,17,6,88.09,2023-04-23,Clouds,299.02,74
5174,8,10,2,96.08,2022-11-30,Clouds,299.02,74
3693,8,26,3,31.59,2022-11-25,Clouds,299.02,74
3817,8,9,3,97.7,2022-08-23,Clouds,299.02,74
2095,8,39,7,46.14,2023-01-05,Clouds,299.02,74
5072,8,17,2,27.57,2023-04-23,Clouds,299.02,74
6332,8,31,7,62.15,2022-09-10,Clouds,299.02,74
2988,8,23,7,99.56,2022-11-16,Clouds,299.02,74
7375,8,22,2,30.0,2023-05-06,Clouds,299.02,74
7520,8,18,1,84.54,2022-10-13,Clouds,299.02,74
4968,8,22,9,71.77,2023-03-07,Clouds,299.02,74
7784,9,44,4,46.56,2023-04-22,Clouds,295.64,75
8272,9,11,1,71.7,2022-09-10,Clouds,295.64,75
1098,9,46,2,26.31,2022-07-11,Clouds,295.64,75
9042,9,5,3,95.74,2022-09-16,Clouds,295.64,75
9685,9,40,10,99.72,2023-02-19,Clouds,295.64,75
9863,9,17,8,67.2,2022-11-24,Clouds,295.64,75
3810,9,6,1,80.49,2022-07-16,Clouds,295.64,75
1558,9,20,2,10.85,2022-12-21,Clouds,295.64,75
8337,9,27,8,41.83,2022-11-04,Clouds,295.64,75
9481,9,8,10,97.99,2022-06-04,Clouds,295.64,75
7029,9,29,3,68.48,2022-10-28,Clouds,295.64,75
4003,9,11,9,90.44,2023-04-06,Clouds,295.64,75
9983,9,8,9,98.42,2022-10-21,Clouds,295.64,75
6475,9,25,2,12.59,2022-09-04,Clouds,295.64,75
4897,9,49,2,85.9,2022-10-05,Clouds,295.64,75
4847,9,33,3,72.79,2022-08-30,Clouds,295.64,75
1940,9,13,10,76.01,2023-01-29,Clouds,295.64,75
5425,9,17,8,86.03,2022-10-29,Clouds,295.64,75
2975,9,39,3,57.33,2022-09-04,Clouds,295.64,75
3495,9,36,10,48.31,2022-12-26,Clouds,295.64,75
5334,9,34,1,97.86,2023-01-26,Clouds,295.64,75
3700,9,39,2,37.33,2023-01-13,Clouds,295.64,75
5952,9,36,4,11.77,2022-12-01,Clouds,295.64,75
8386,9,10,10,16.27,2023-04-08,Clouds,295.64,75
1012,9,6,6,29.16,2022-07-28,Clouds,295.64,75
3525,9,30,1,72.61,2023-05-12,Clouds,295.64,75
9721,9,27,7,59.21,2022-07-28,Clouds,295.64,75
9871,9,26,4,53.45,2022-11-28,Clouds,295.64,75
5226,9,23,6,70.42,2022-10-12,Clouds,295.64,75
5476,9,23,7,69.2,2022-08-12,Clouds,295.64,75
9635,9,19,3,21.13,2022-10-17,Clouds,295.64,75
8171,9,42,3,45.86,2023-03-20,Clouds,295.64,75
4343,9,7,3,37.05,2022-06-27,Clouds,295.64,75
6859,9,18,10,88.46,2023-02-11,Clouds,295.64,75
1468,9,38,3,73.84,2022-09-18,Clouds,295.64,75
3002,9,30,4,58.72,2023-02-07,Clouds,295.64,75
4993,9,36,1,29.99,2022-09-06,Clouds,295.64,75
2986,9,41,2,65.44,2023-01-21,Clouds,295.64,75
9885,9,6,10,22.22,2023-01-01,Clouds,295.64,75
7829,9,8,3,27.25,2022-06-09,Clouds,295.64,75
5855,9,10,5,46.24,2023-04-30,Clouds,295.64,75
8266,9,49,7,27.98,2022-09-25,Clouds,295.64,75
8307,9,22,1,27.06,2022-09-11,Clouds,295.64,75
3036,9,23,2,17.67,2022-11-23,Clouds,295.64,75
9394,9,12,8,90.85,2022-07-01,Clouds,295.64,75
2840,9,44,7,42.07,2023-03-26,Clouds,295.64,75
7450,9,28,4,30.98,2023-05-16,Clouds,295.64,75
5965,9,44,3,17.48,2023-05-28,Clouds,295.64,75
5612,9,47,6,83.14,2022-09-23,Clouds,295.64,75
3193,9,30,3,66.24,2023-03-05,Clouds,295.64,75
4660,9,36,4,39.71,2023-05-13,Clouds,295.64,75
5138,9,35,10,71.36,2022-06-12,Clouds,295.64,75
4406,9,19,1,80.71,2023-02-08,Clouds,295.64,75
1421,9,11,7,48.72,2023-04-21,Clouds,295.64,75
3322,9,29,10,57.24,2022-09-28,Clouds,295.64,75
2037,9,12,2,72.06,2022-12-13,Clouds,295.64,75
9912,9,37,3,90.21,2022-09-07,Clouds,295.64,75
9824,9,27,7,21.11,2023-05-12,Clouds,295.64,75
9943,9,11,3,64.66,2022-11-07,Clouds,295.64,75
2236,9,45,1,94.18,2023-01-04,Clouds,295.64,75
7818,9,34,10,78.94,2023-01-17,Clouds,295.64,75
3194,9,44,8,38.73,2022-08-08,Clouds,295.64,75
2635,9,10,5,53.48,2022-07-15,Clouds,295.64,75
6623,9,47,1,83.05,2023-02-01,Clouds,295.64,75
4811,9,19,10,35.89,2022-12-06,Clouds,295.64,75
5206,9,32,8,96.42,2023-05-15,Clouds,295.64,75
3370,9,43,6,48.6,2023-03-30,Clouds,295.64,75
7686,9,26,3,53.46,2023-03-31,Clouds,295.64,75
4372,9,38,1,31.66,2023-03-31,Clouds,295.64,75
5882,9,31,7,96.43,2023-02-21,Clouds,295.64,75
6672,9,16,8,70.66,2022-12-07,Clouds,295.64,75
7651,9,23,7,93.29,2022-09-27,Clouds,295.64,75
8643,9,47,3,87.02,2023-03-22,Clouds,295.64,75
2252,9,11,8,87.59,2022-12-11,Clouds,295.64,75
8222,9,44,10,27.24,2022-06-06,Clouds,295.64,75
1384,9,29,5,76.93,2023-04-12,Clouds,295.64,75
3062,9,2,1,77.66,2023-04-10,Clouds,295.64,75
6157,9,30,10,55.13,2023-02-27,Clouds,295.64,75
4621,9,4,5,68.12,2022-08-11,Clouds,295.64,75
1462,9,50,2,39.2,2023-03-24,Clouds,295.64,75
3497,9,35,6,45.91,2022-08-05,Clouds,295.64,75
8468,9,14,7,72.33,2023-02-15,Clouds,295.64,75
3922,9,23,6,47.85,2022-07-05,Clouds,295.64,75
9383,9,11,3,21.61,2023-01-26,Clouds,295.64,75
8251,9,45,8,27.27,2022-09-14,Clouds,295.64,75
3825,9,26,9,74.6,2023-01-18,Clouds,295.64,75
8088,9,10,3,74.78,2022-07-17,Clouds,295.64,75
6007,9,23,5,38.63,2023-03-20,Clouds,295.64,75
5365,9,25,3,11.18,2023-02-06,Clouds,295.64,75
7382,9,37,3,46.6,2022-09-11,Clouds,295.64,75
5818,9,34,3,80.6,2023-02-09,Clouds,295.64,75
9093,9,50,5,49.98,2023-01-10,Clouds,295.64,75
9877,9,22,3,81.44,2022-11-15,Clouds,295.64,75
3257,9,37,8,21.63,2022-07-19,Clouds,295.64,75
9677,9,4,7,87.7,2022-07-24,Clouds,295.64,75
3205,9,1,6,73.63,2023-05-31,Clouds,295.64,75
2402,9,45,5,35.94,2022-06-25,Clouds,295.64,75
1952,9,8,10,47.22,2022-09-11,Clouds,295.64,75
5315,9,23,4,77.78,2023-05-04,Clouds,295.64,75
7985,9,32,10,76.79,2022-10-14,Clouds,295.64,75
8703,9,46,3,65.88,2022-09-28,Clouds,295.64,75
2851,9,47,6,36.05,2022-10-27,Clouds,295.64,75
5110,9,4,8,92.45,2022-12-27,Clouds,295.64,75
1684,9,49,1,62.46,2023-04-02,Clouds,295.64,75
5408,9,44,2,28.51,2023-03-13,Clouds,295.64,75
5921,9,37,9,52.89,2022-09-22,Clouds,295.64,75
3983,3,11,4,85.04,2022-11-25,Clouds,251.62,100
4898,3,9,7,15.84,2022-06-28,Clouds,251.62,100
8716,3,11,2,51.09,2022-11-16,Clouds,251.62,100
9728,3,9,8,61.04,2022-12-16,Clouds,251.62,100
2363,3,30,5,20.69,2023-04-28,Clouds,251.62,100
2060,3,31,9,13.09,2022-09-01,Clouds,251.62,100
1993,3,19,4,59.11,2022-12-03,Clouds,251.62,100
8121,3,19,8,79.58,2022-12-13,Clouds,251.62,100
9844,3,22,4,91.52,2023-03-28,Clouds,251.62,100
5099,3,11,2,14.38,2022-10-09,Clouds,251.62,100
6437,3,45,7,36.37,2022-12-21,Clouds,251.62,100
4739,3,21,6,25.78,2023-01-29,Clouds,251.62,100
3317,3,32,1,63.8,2023-06-01,Clouds,251.62,100
3898,3,26,3,34.53,2022-07-09,Clouds,251.62,100
7430,3,31,5,39.05,2023-01-07,Clouds,251.62,100
2973,3,45,1,51.48,2022-10-06,Clouds,251.62,100
2859,3,36,7,98.95,2023-02-20,Clouds,251.62,100
3959,3,7,5,94.52,2023-04-25,Clouds,251.62,100
8063,3,19,5,69.0,2022-06-30,Clouds,251.62,100
4495,3,27,10,13.88,2023-05-29,Clouds,251.62,100
6249,3,17,5,24.56,2022-09-01,Clouds,251.62,100
1855,3,13,4,22.39,2022-09-07,Clouds,251.62,100
6837,3,15,4,80.06,2022-09-12,Clouds,251.62,100
1492,3,1,2,92.75,2022-11-29,Clouds,251.62,100
3130,3,43,7,85.9,2023-04-21,Clouds,251.62,100
2188,3,3,6,87.32,2023-04-22,Clouds,251.62,100
5463,3,10,1,33.89,2022-10-27,Clouds,251.62,100
4226,3,47,6,44.61,2022-12-04,Clouds,251.62,100
5977,3,19,6,18.67,2022-11-15,Clouds,251.62,100
6350,3,44,8,24.2,2023-01-28,Clouds,251.62,100
2174,3,25,10,12.47,2022-07-19,Clouds,251.62,100
7900,3,4,10,55.3,2023-05-17,Clouds,251.62,100
2114,3,20,10,22.08,2023-02-15,Clouds,251.62,100
1009,3,46,8,49.49,2022-11-04,Clouds,251.62,100
3324,3,15,9,50.75,2023-02-17,Clouds,251.62,100
7530,3,44,6,67.68,2023-03-24,Clouds,251.62,100
3428,3,22,3,31.99,2023-03-24,Clouds,251.62,100
7923,3,10,9,95.08,2022-12-19,Clouds,251.62,100
9893,3,20,10,71.51,2022-09-29,Clouds,251.62,100
7201,3,21,9,19.08,2022-09-13,Clouds,251.62,100
8792,3,45,4,63.25,2022-07-25,Clouds,251.62,100
7170,3,30,2,19.61,2023-04-13,Clouds,251.62,100
6071,3,44,5,30.02,2023-04-24,Clouds,251.62,100
7316,3,13,4,82.5,2023-04-09,Clouds,251.62,100
9070,3,1,4,70.36,2023-01-23,Clouds,251.62,100
9795,3,11,3,82.7,2022-12-27,Clouds,251.62,100
1314,3,45,9,94.62,2023-05-17,Clouds,251.62,100
4989,3,25,4,22.09,2023-01-20,Clouds,251.62,100
1569,3,2,4,27.29,2023-01-23,Clouds,251.62,100
1959,3,7,2,43.29,2022-06-23,Clouds,251.62,100
2116,3,5,7,28.87,2022-12-07,Clouds,251.62,100
2264,3,35,2,60.86,2023-05-30,Clouds,251.62,100
1273,3,48,8,59.83,2022-08-03,Clouds,251.62,100
6300,3,48,6,64.11,2023-04-09,Clouds,251.62,100
4966,3,22,1,32.93,2023-05-02,Clouds,251.62,100
9901,3,42,6,58.98,2022-07-13,Clouds,251.62,100
7416,3,22,1,14.0,2023-05-16,Clouds,251.62,100
9612,3,16,10,42.11,2023-05-22,Clouds,251.62,100
2393,3,9,8,82.81,2022-12-25,Clouds,251.62,100
9955,3,45,10,94.09,2022-09-25,Clouds,251.62,100
9435,3,19,7,20.99,2023-02-09,Clouds,251.62,100
1953,3,12,3,57.01,2022-07-12,Clouds,251.62,100
4318,3,11,8,24.59,2022-06-07,Clouds,251.62,100
9394,3,48,8,30.63,2023-03-05,Clouds,251.62,100
6086,3,36,8,42.21,2023-05-30,Clouds,251.62,100
5227,3,7,7,43.92,2022-11-18,Clouds,251.62,100
5922,3,9,6,11.3,2023-03-31,Clouds,251.62,100
1658,3,48,5,24.52,2023-04-15,Clouds,251.62,100
5986,3,1,9,89.83,2022-07-19,Clouds,251.62,100
6678,3,22,6,69.76,2023-03-14,Clouds,251.62,100
8253,3,12,8,18.85,2022-12-05,Clouds,251.62,100
1386,3,42,1,38.31,2023-01-07,Clouds,251.62,100
9093,3,9,1,93.2,2022-06-30,Clouds,251.62,100
5727,3,5,7,99.16,2023-03-05,Clouds,251.62,100
7694,3,4,9,58.61,2022-09-25,Clouds,251.62,100
2003,3,39,3,94.4,2023-02-15,Clouds,251.62,100
7087,3,47,2,80.06,2023-04-23,Clouds,251.62,100
8413,3,6,2,73.0,2022-12-24,Clouds,251.62,100
6521,3,6,10,41.22,2022-08-10,Clouds,251.62,100
2883,3,44,10,92.61,2022-08-25,Clouds,251.62,100
5662,3,35,4,85.74,2022-10-23,Clouds,251.62,100
5971,3,7,7,32.36,2022-06-30,Clouds,251.62,100
7316,3,2,8,46.42,2022-09-26,Clouds,251.62,100
3737,3,36,5,85.59,2022-07-08,Clouds,251.62,100
8626,3,22,9,68.34,2022-06-29,Clouds,251.62,100
6396,3,49,10,91.35,2022-07-12,Clouds,251.62,100
9495,3,8,2,58.37,2022-10-04,Clouds,251.62,100
7227,3,29,1,28.37,2022-08-04,Clouds,251.62,100
8391,3,3,1,40.84,2022-07-18,Clouds,251.62,100
8027,3,38,9,39.43,2022-11-02,Clouds,251.62,100
2914,3,17,2,44.56,2022-10-31,Clouds,251.62,100
2514,3,29,8,69.12,2022-12-09,Clouds,251.62,100
5864,3,13,3,60.18,2022-10-26,Clouds,251.62,100
6403,3,20,10,65.91,2022-08-01,Clouds,251.62,100
1968,3,11,8,96.99,2023-03-20,Clouds,251.62,100
4121,3,49,8,25.53,2022-06-30,Clouds,251.62,100
5099,3,10,4,43.48,2023-01-02,Clouds,251.62,100
3011,3,32,4,35.55,2022-10-26,Clouds,251.62,100
8272,3,14,4,54.22,2022-10-31,Clouds,251.62,100
5387,3,38,7,74.9,2022-08-06,Clouds,251.62,100
4987,3,37,1,21.65,2022-07-20,Clouds,251.62,100
3031,3,45,8,35.83,2022-08-08,Clouds,251.62,100
9464,10,15,6,45.41,2023-03-25,Clouds,289.17,84
4837,10,11,9,74.71,2023-01-14,Clouds,289.17,84
4388,10,32,6,76.36,2022-07-23,Clouds,289.17,84
3188,10,24,7,20.37,2022-09-20,Clouds,289.17,84
3720,10,48,7,84.4,2022-06-18,Clouds,289.17,84
7106,10,12,5,87.79,2022-11-23,Clouds,289.17,84
9841,10,23,5,35.88,2022-11-29,Clouds,289.17,84
1664,10,29,8,30.38,2023-02-13,Clouds,289.17,84
4032,10,1,2,18.63,2023-05-24,Clouds,289.17,84
6270,10,36,5,96.07,2022-11-06,Clouds,289.17,84
8304,10,24,5,48.25,2022-06-06,Clouds,289.17,84
2266,10,43,5,39.12,2022-06-30,Clouds,289.17,84
1257,10,21,4,83.76,2023-02-09,Clouds,289.17,84
7446,10,29,3,36.79,2022-07-25,Clouds,289.17,84
9237,10,21,4,97.81,2022-08-17,Clouds,289.17,84
7191,10,24,9,35.04,2023-05-22,Clouds,289.17,84
7154,10,15,6,85.65,2023-05-11,Clouds,289.17,84
6104,10,49,4,23.96,2022-11-10,Clouds,289.17,84
5405,10,20,5,53.29,2023-03-22,Clouds,289.17,84
4234,10,14,10,71.44,2023-04-01,Clouds,289.17,84
7139,10,12,3,18.0,2022-08-16,Clouds,289.17,84
3439,10,27,7,15.31,2022-08-12,Clouds,289.17,84
2718,10,13,6,49.55,2023-02-06,Clouds,289.17,84
7341,10,28,8,88.8,2022-06-17,Clouds,289.17,84
6003,10,43,5,49.27,2022-07-12,Clouds,289.17,84
5738,10,46,4,50.34,2022-12-27,Clouds,289.17,84
5062,10,35,7,58.42,2022-06-17,Clouds,289.17,84
6320,10,43,8,44.96,2022-06-10,Clouds,289.17,84
1493,10,16,4,29.64,2022-06-26,Clouds,289.17,84
4970,10,14,10,75.2,2023-01-16,Clouds,289.17,84
7567,10,35,8,79.39,2022-08-11,Clouds,289.17,84
1084,10,17,6,32.93,2022-06-04,Clouds,289.17,84
3472,10,24,10,53.63,2022-09-06,Clouds,289.17,84
